id,claim,label,evidence
3314,High temperature and high humidity increase the transmission of covid-19,REFUTED,"['If assuming a 30 degree and 25 percent > increase in temperature and relative humidity from winter to summer in the > northern hemisphere, we expect the R values to decline about 0.89 (0.69 by > temperature and 0.20 by humidity).', 'We find a similar influence of the temperature > and relative humidity on effective reproductive number (R values) of > COVID-19 for both China and the U.S. before lockdown in both countries: one- > degree Celsius increase in temperature reduces R value by about 0.023 (0.026 > (95% CI [-0.0395,-0.0125]) in China and 0.020 (95% CI [-0.0311, -0.0096]) in > the U.S.), and one percent relative humidity rise reduces R value by 0.0078 > (0.0076 (95% CI [-0.0108,-0.0045]) in China and 0.0080 (95% CI > [-0.0150,-0.0010]) in the U.S.).']"
3891,"Natural history, trajectory, and management of mechanically ventilated covid-19 patients in the united state.",REFUTED,"['Mechanically ventilated patients with COVID-19 have a different natural history and trajectory from descriptions of non-COVID ARDS patients, not predictable from admission physiology.', 'Here, we present a data-driven analysis of granular, daily data from a representative proportion of patients undergoing invasive mechanical ventilation (IMV) within the United Kingdom (UK) to evaluate the complete natural history of COVID-19.', 'Added value of this study This study provides a comprehensive analysis and visualisation of routine clinical measurements tracking the whole ICU time course of patients undergoing invasive mechanical ventilation for COVID-19.']"
3246,Sars-cov-2 viral load cannots covid-19 mortality,REFUTED,"['Viral loads for symptomatic, hospitalised patients who tested positive for SARS-CoV-2 were measured on samples collected between March 13 and May 4, 2020, that tested positive on both platforms at diagnosis.', '2019; 32: e00097-e00118 Crossref PubMed Scopus (10) Google Scholar Viral load in COVID-19 might correlate with infectivity, disease phenotype, morbidity, and mortality.', 'Quantitative detection and viral load analysis of SARS-CoV-2 in infected patients.']"
3442,Further detection of superspreaders by mass group pool testing can mitigate covid-19 pandemic,REFUTED,['High viral loading allows efficient group matrix pool testing of population focused on detection of the superspreaders requiring remarkably small amount of tests.']
363,Systematic analysis of antiviral immune antagonism reveals vulnerabilities of sars-cov-2,REFUTED,"['Overall our analyses revealed that IFN-γ and IFN-λ1 signalling are antagonised the least, leaving SARS-CoV-2 highly susceptible to these two cytokines.']"
2706,Sars-cov-2 in human milk is inactivated by holder pasteurization but also cold storage,REFUTED,"['Our findings demonstrate that SARS-CoV-2 can be effectively inactivated by Holder pasteurisation, and confirm that existing milk bank processes will effectively mitigate the risk of transmission of SARS-COV-2 to vulnerable infants through pasteurised donor human milk.', 'Cold storage of SARS-CoV-2 in human milk (either at 4°C or - 30°C) did not significantly impact infectious viral load over a 48 hour period.']"
2053,Chop researchers find no biomarker related to blood vessel damage in all children with sars-cov-2 regardless of disease severity.,REFUTED,"['To assess the role of complement activation in children with SARS-CoV-2, the Immune Dysregulation Frontier Program, including co-senior authors Edward Behrens, MD and Hamid Bassiri, MD, PhD and co-first authors Caroline Diorio, MD and Kevin McNerney, MD, analyzed 50 pediatric patients hospitalized at CHOP with acute SARS-CoV-2 infection between April and July 2020.']"
165,High incidence of venous thromboembolic events in anticoagulated severe covid-19 patients,SUPPORTED,"['Rate of venous thromboembolism in a prospective all-comers cohort with COVID-19.', 'Venous Thromboembolism in Hospitalized COVID-19 Patients.', 'Incidence of thrombotic complications in critically ill ICU patients with COVID19.']"
361,Systematic analysis of cellular immune antagonism reveals vulnerabilities of sars-cov-2,REFUTED,"['Overall our analyses revealed that IFN-γ and IFN-λ1 signalling are antagonised the least, leaving SARS-CoV-2 highly susceptible to these two cytokines.']"
762,Scientists are turning to existing drugs to combat covid-19,SUPPORTED,"['To expediate the development and approval process, many are looking at repurposing drugs to combat COVID-19.', 'This means that it could potentially be tested sooner rather than later for patients with COVID-19.9 Other protease inhibitors that are currently being tested include the combination of ritonavir and lopinavir, drugs that were originally used for patients with HIV.']"
1602,The analysis of the long-term impact of sars-cov-2 on the cellular immune system in individuals recovering from covid-19 reveals a single nkt cell impairment,REFUTED,"['Significant increases in regulatory T cell frequencies, TIM-3 expression on CD4 and CD8 T cells, as well as PD-L1 expression on B cells were also observed in CI, while the cytotoxic potential of T cells and NKT-like cells, defined by GzmB expression, was significantly diminished.', 'Concomitant with the decrease in NKT-like cells, an increase in the percentage of Annexin V and 7-AAD double positive NKT-like cells was detected, suggesting that the reduction in NKT-like cells results from cell death months after recovery.']"
1263,"Northern italy to 'quarantine 16, people '",REFUTED,"['ET Sunday The government of Italy has imposed mass restrictions across its northern region, limiting the movement of more than 16 million people, as it fights to control the coronavirus outbreak there.', 'Coronavirus: Northern Italy quarantines 16 million people - BBC News - YouTube AboutPressCopyrightContact usCreatorsAdvertiseDevelopersTermsPrivacyPolicy & SafetyHow YouTube worksTest new features (C) 2021 Google LLC [DOI]: Digital Object Identifier [ISSN]: International Standard Serial Number [.']"
436,Global coronavirus death toll could be 60 % less than reported,REFUTED,"['The extra deaths are most pronounced in urban areas with the worst virus outbreaks, and have completely overwhelmed reporting mechanisms in some.', 'This is especially worrying for many emerging economies, where total excess mortality is orders of magnitude higher than official coronavirus fatalities.', 'The figure was 76 per cent higher than the average for the same week in the past five years, and the number of excess deaths was 58 per cent higher than the total number of reported Covid-deaths for the same period.']"
341,Evolutionary arms race between virus and coronavirus drives genetic diversity in bat sars related coronavirus spike genes,REFUTED,"['It is speculated that the interaction between bat ACE2 and SARSr-CoV spike proteins drives diversity.', 'These results suggest that the SARSr-CoV spike protein and R. sinicus ACE2 may have coevolved over time and experienced selection pressure from each other, triggering the evolutionary arms race dynamics.']"
1670,Quebec seeks to increase impending shortage of masks for health-care workers,REFUTED,"[""Here's a list COVID-19 in Quebec: a look back at 2020, the year of the novel coronavirus See current wait times at Quebec COVID-19 testing sites See the map: Tracking COVID-19 cases across Montreal See the map: Tracking COVID-19 cases across Quebec Tracking every case of COVID-19 in Canada SHARE Report Error Editorial standards and policies Why you can trust CTV News "", 'Mask reserves are running out quickly right when the province anticipates a significant increase in the number of hospitalizations required in the coming weeks.', 'Nurses, doctors and other members of the health network must now comply with the instruction to wear a mask only when it is absolutely necessary, Premier Francois Legault ordered on Monday during his daily COVID-19 update on the health crisis.', 'Now is the time for rationing, advocating a judicious use of masks - both procedural masks and the N95, said Minister of Health Danielle McCann.']"
